code_commune,nom_commune,epci_siren,epci_nom,epci_type,population,taux_chomage,revenu_median,total_etablissements,nb_actifs,nb_fermes,taux_mortalite,densite_commerciale
59438,NOYELLES-SUR-ESCAUT,200068500,CA de Cambrai,CA,816.0,8.28,,19,7,12,63.1578947368421,8.57843137254902
59439,NOYELLES-SUR-SAMBRE,200043396,CA Maubeuge Val de Sambre,CA,283.0,12.07,,3,0,3,100.0,0.0
59440,NOYELLES-SUR-SELLE,200042190,CA de la Porte du Hainaut,CA,657.0,10.72,,15,5,10,66.66666666666666,7.610350076103501
59441,OBIES,200043321,CC du Pays de Mormal,CC,660.0,8.7,,7,3,4,57.14285714285714,4.545454545454545
59442,OBRECHIES,200043396,CA Maubeuge Val de Sambre,CA,283.0,5.85,,6,3,3,50.0,10.60070671378092
59443,OCHTEZEELE,200040947,CA Coeur de Flandre,CA,351.0,3.5,,5,3,2,40.0,8.547008547008547
59444,ODOMEZ,245901160,CA Valenciennes Métropole,CA,945.0,13.83,,20,11,9,45.0,11.640211640211641
59445,OHAIN,200043404,CC du Sud Avesnois,CC,1171.0,15.19,,41,18,23,56.09756097560976,15.371477369769428
59446,OISY,200042190,CA de la Porte du Hainaut,CA,699.0,6.96,,13,8,5,38.46153846153847,11.444921316165953
59447,ONNAING,245901160,CA Valenciennes Métropole,CA,8479.0,21.22,8340.0,228,98,130,57.01754385964912,11.55796674136101
59448,OOST-CAPPEL,200040954,CC des Hauts de Flandre,CC,463.0,13.48,,8,3,5,62.5,6.479481641468682
59449,ORCHIES,200041960,CC Pévèle-Carembault,CC,8396.0,12.99,9320.0,389,162,227,58.354755784061695,19.294902334444973
59450,ORS,200030633,CA du Caudrésis et du Catésis,CA,644.0,15.8,,24,9,15,62.5,13.975155279503106
59451,ORSINVAL,200043321,CC du Pays de Mormal,CC,564.0,5.4,,19,9,10,52.63157894736842,15.95744680851064
59452,OSTRICOURT,200041960,CC Pévèle-Carembault,CC,6097.0,16.01,8050.0,150,69,81,54.0,11.317041167787435
59453,OUDEZEELE,200040947,CA Coeur de Flandre,CA,690.0,7.58,,17,5,12,70.58823529411765,7.246376811594203
59454,OXELAERE,200040947,CA Coeur de Flandre,CA,540.0,5.46,,5,2,3,60.0,3.7037037037037033
59455,PAILLENCOURT,200068500,CA de Cambrai,CA,1030.0,10.24,,29,14,15,51.724137931034484,13.592233009708737
59456,PECQUENCOURT,245901152,CA Coeur d'Ostrevent,CA,6092.0,24.73,7720.0,168,60,108,64.28571428571429,9.848982271831911
59457,PERENCHIES,200093201,Métropole Européenne de Lille,METRO,8455.0,8.39,8880.0,223,79,144,64.57399103139014,9.343583678296866
59458,PERONNE-EN-MELANTOIS,200093201,Métropole Européenne de Lille,METRO,1025.0,8.95,,23,11,12,52.17391304347826,10.731707317073171
59459,PETITE-FORET,245901160,CA Valenciennes Métropole,CA,5054.0,13.65,8650.0,266,129,137,51.50375939849624,25.524337158686187
59461,PETIT-FAYT,200043263,CC Coeur de l'Avesnois,CC,286.0,8.98,,7,1,6,85.71428571428571,3.4965034965034967
59462,PHALEMPIN,200041960,CC Pévèle-Carembault,CC,4847.0,6.27,10460.0,114,44,70,61.40350877192983,9.077780070146481
59463,PITGAM,200040954,CC des Hauts de Flandre,CC,1007.0,11.47,,32,11,21,65.625,10.92353525322741
59464,POIX-DU-NORD,200043321,CC du Pays de Mormal,CC,2126.0,11.04,8160.0,76,38,38,50.0,17.873941674506117
59465,POMMEREUIL,200030633,CA du Caudrésis et du Catésis,CA,765.0,15.34,,18,8,10,55.55555555555556,10.457516339869281
59466,PONT-A-MARCQ,200041960,CC Pévèle-Carembault,CC,3016.0,6.6,9130.0,101,39,62,61.386138613861384,12.931034482758621
59467,PONT-SUR-SAMBRE,200043396,CA Maubeuge Val de Sambre,CA,2371.0,13.07,8480.0,66,26,40,60.60606060606061,10.965837199493885
59468,POTELLE,200043321,CC du Pays de Mormal,CC,439.0,5.77,,3,2,1,33.33333333333333,4.555808656036446
59469,PRADELLES,200040947,CA Coeur de Flandre,CA,399.0,6.07,,7,2,5,71.42857142857143,5.012531328320802
59470,PREMESQUES,200093201,Métropole Européenne de Lille,METRO,2031.0,4.65,,67,25,42,62.68656716417911,12.309207287050713
59471,PRESEAU,245901160,CA Valenciennes Métropole,CA,2100.0,6.86,10620.0,51,25,26,50.98039215686274,11.904761904761905
59472,PREUX-AU-BOIS,200043321,CC du Pays de Mormal,CC,832.0,10.49,,14,8,6,42.857142857142854,9.615384615384615
59473,PREUX-AU-SART,200043321,CC du Pays de Mormal,CC,300.0,7.27,,1,1,0,0.0,3.3333333333333335
59474,PRISCHES,200043263,CC Coeur de l'Avesnois,CC,1000.0,12.88,,33,22,11,33.33333333333333,22.0
59475,PROUVY,245901160,CA Valenciennes Métropole,CA,2178.0,17.9,8760.0,96,38,58,60.416666666666664,17.447199265381084
59476,PROVILLE,200068500,CA de Cambrai,CA,3206.0,10.89,8840.0,168,77,91,54.166666666666664,24.017467248908297
59477,PROVIN,200093201,Métropole Européenne de Lille,METRO,4428.0,11.5,9280.0,91,42,49,53.84615384615385,9.48509485094851
59478,QUAEDYPRE,200040954,CC des Hauts de Flandre,CC,1108.0,8.0,,54,36,18,33.33333333333333,32.49097472924188
59479,QUAROUBLE,245901160,CA Valenciennes Métropole,CA,3145.0,12.37,9660.0,76,40,36,47.368421052631575,12.718600953895072
59480,QUERENAING,245901160,CA Valenciennes Métropole,CA,865.0,5.98,,13,4,9,69.23076923076923,4.624277456647399
59481,LE QUESNOY,200043321,CC du Pays de Mormal,CC,4878.0,21.2,8260.0,231,101,130,56.27705627705628,20.70520705207052
59482,QUESNOY-SUR-DEULE,200093201,Métropole Européenne de Lille,METRO,6805.0,7.18,8910.0,170,74,96,56.470588235294116,10.874357090374724
59483,QUIEVELON,200043396,CA Maubeuge Val de Sambre,CA,135.0,13.11,,3,1,2,66.66666666666666,7.4074074074074066
59484,QUIEVRECHAIN,245901160,CA Valenciennes Métropole,CA,5949.0,22.27,7150.0,175,75,100,57.14285714285714,12.607160867372668
59485,QUIEVY,200030633,CA du Caudrésis et du Catésis,CA,1803.0,12.57,,53,30,23,43.39622641509434,16.638935108153078
59486,RACHES,200044618,CA Douaisis Agglo,CA,2672.0,12.11,9620.0,78,28,50,64.1025641025641,10.479041916167665
59487,RADINGHEM-EN-WEPPES,200093201,Métropole Européenne de Lille,METRO,1410.0,5.58,,27,12,15,55.55555555555556,8.51063829787234
59488,RAILLENCOURT-SAINTE-OLLE,200068500,CA de Cambrai,CA,2127.0,16.12,9300.0,63,24,39,61.904761904761905,11.283497884344149
59489,RAIMBEAUCOURT,200044618,CA Douaisis Agglo,CA,4000.0,12.9,9120.0,100,39,61,61.0,9.75
59490,RAINSARS,200043263,CC Coeur de l'Avesnois,CC,197.0,8.24,,4,3,1,25.0,15.228426395939085
59491,RAISMES,200042190,CA de la Porte du Hainaut,CA,12199.0,25.0,7350.0,353,167,186,52.69121813031161,13.689646692351833
59492,RAMILLIES,200068500,CA de Cambrai,CA,579.0,11.03,,8,1,7,87.5,1.7271157167530227
59493,RAMOUSIES,200043263,CC Coeur de l'Avesnois,CC,220.0,14.29,,6,2,4,66.66666666666666,9.090909090909092
59494,RAUCOURT-AU-BOIS,200043321,CC du Pays de Mormal,CC,150.0,10.53,,2,0,2,100.0,0.0
59495,RECQUIGNIES,200043396,CA Maubeuge Val de Sambre,CA,2338.0,16.63,7940.0,52,25,27,51.92307692307693,10.6928999144568
59496,REJET-DE-BEAULIEU,200030633,CA du Caudrésis et du Catésis,CA,241.0,12.9,,6,3,3,50.0,12.448132780082988
59497,RENESCURE,200040947,CA Coeur de Flandre,CA,2113.0,8.78,10050.0,61,33,28,45.90163934426229,15.617605300520587
59498,REUMONT,200030633,CA du Caudrésis et du Catésis,CA,337.0,13.63,,15,6,9,60.0,17.80415430267062
59499,REXPOEDE,200040954,CC des Hauts de Flandre,CC,1976.0,7.34,,46,16,30,65.21739130434783,8.097165991902834
59500,RIBECOURT-LA-TOUR,200068500,CA de Cambrai,CA,380.0,8.36,,11,5,6,54.54545454545454,13.157894736842104
59501,RIEULAY,245901152,CA Coeur d'Ostrevent,CA,1261.0,16.12,,30,17,13,43.333333333333336,13.481363996827916
59502,RIEUX-EN-CAMBRESIS,200068500,CA de Cambrai,CA,1425.0,19.93,,39,22,17,43.58974358974359,15.43859649122807
59503,ROBERSART,200043321,CC du Pays de Mormal,CC,201.0,7.07,,3,1,2,66.66666666666666,4.975124378109452
59504,RŒULX,200042190,CA de la Porte du Hainaut,CA,3743.0,20.2,8720.0,74,24,50,67.56756756756756,6.411969008816458
59505,ROMBIES-ET-MARCHIPONT,245901160,CA Valenciennes Métropole,CA,741.0,7.48,,13,8,5,38.46153846153847,10.796221322537113
59506,ROMERIES,245901038,CC du Pays Solesmois,CC,471.0,12.25,,9,3,6,66.66666666666666,6.369426751592357
59507,RONCHIN,200093201,Métropole Européenne de Lille,METRO,19787.0,13.32,7480.0,560,249,311,55.53571428571429,12.584019810987012
59508,RONCQ,200093201,Métropole Européenne de Lille,METRO,14075.0,8.22,9760.0,556,239,317,57.014388489208635,16.980461811722915
59509,ROOST-WARENDIN,200044618,CA Douaisis Agglo,CA,5956.0,14.79,8740.0,148,64,84,56.75675675675676,10.745466756212222
59511,ROSULT,200042190,CA de la Porte du Hainaut,CA,2022.0,6.79,,50,23,27,54.0,11.374876360039567
59512,ROUBAIX,200093201,Métropole Européenne de Lille,METRO,98286.0,27.93,5460.0,5914,1967,3947,66.73993912749408,20.013023217955762
59513,ROUCOURT,200044618,CA Douaisis Agglo,CA,456.0,9.36,,5,4,1,20.0,8.771929824561402
59514,ROUSIES,200043396,CA Maubeuge Val de Sambre,CA,3980.0,16.86,7920.0,125,59,66,52.800000000000004,14.824120603015075
59515,ROUVIGNIES,245901160,CA Valenciennes Métropole,CA,655.0,16.62,,22,10,12,54.54545454545454,15.267175572519083
59516,RUBROUCK,200040947,CA Coeur de Flandre,CA,899.0,5.51,,19,12,7,36.84210526315789,13.348164627363737
59517,LES RUES-DES-VIGNES,200068500,CA de Cambrai,CA,737.0,11.7,,13,7,6,46.15384615384615,9.49796472184532
59518,RUESNES,200043321,CC du Pays de Mormal,CC,448.0,7.13,,8,4,4,50.0,8.928571428571429
59519,RUMEGIES,200042190,CA de la Porte du Hainaut,CA,1722.0,6.12,,56,21,35,62.5,12.195121951219512
59520,RUMILLY-EN-CAMBRESIS,200068500,CA de Cambrai,CA,1431.0,12.7,,29,9,20,68.96551724137932,6.289308176100628
59521,SAILLY-LEZ-CAMBRAI,200068500,CA de Cambrai,CA,409.0,11.96,,7,5,2,28.57142857142857,12.224938875305623
59522,SAILLY-LEZ-LANNOY,200093201,Métropole Européenne de Lille,METRO,1923.0,5.77,,41,18,23,56.09756097560976,9.360374414976599
59523,SAINGHIN-EN-MELANTOIS,200093201,Métropole Européenne de Lille,METRO,2840.0,5.96,9430.0,90,28,62,68.88888888888889,9.859154929577466
59524,SAINGHIN-EN-WEPPES,200093201,Métropole Européenne de Lille,METRO,5638.0,8.46,10260.0,128,42,86,67.1875,7.449450159631075
59525,SAINS-DU-NORD,200043263,CC Coeur de l'Avesnois,CC,2755.0,26.61,7070.0,83,30,53,63.85542168674698,10.88929219600726
59526,SAINT-AMAND-LES-EAUX,200042190,CA de la Porte du Hainaut,CA,15974.0,14.52,8120.0,641,271,370,57.72230889235569,16.96506823588331
59527,SAINT-ANDRE-LEZ-LILLE,200093201,Métropole Européenne de Lille,METRO,13233.0,10.26,8300.0,436,168,268,61.46788990825688,12.695533892541373
59528,SAINT-AUBERT,200030633,CA du Caudrésis et du Catésis,CA,1570.0,15.0,,47,23,24,51.06382978723404,14.64968152866242
59529,SAINT-AUBIN,200043263,CC Coeur de l'Avesnois,CC,328.0,7.84,,3,1,2,66.66666666666666,3.048780487804878
59530,SAINT-AYBERT,245901160,CA Valenciennes Métropole,CA,328.0,8.89,,6,2,4,66.66666666666666,6.097560975609756
59531,SAINT-BENIN,200030633,CA du Caudrésis et du Catésis,CA,343.0,15.76,,6,1,5,83.33333333333334,2.9154518950437316
59532,SAINT GEORGES SUR L'AA,245900428,CU de Dunkerque,CU,287.0,9.14,,5,2,3,60.0,6.968641114982579
59533,SAINT-HILAIRE-LEZ-CAMBRAI,200030633,CA du Caudrésis et du Catésis,CA,1558.0,14.18,,49,14,35,71.42857142857143,8.985879332477534
59534,SAINT-HILAIRE-SUR-HELPE,200043263,CC Coeur de l'Avesnois,CC,733.0,10.94,,18,9,9,50.0,12.278308321964529
59535,SAINT-JANS-CAPPEL,200040947,CA Coeur de Flandre,CA,1598.0,5.79,,55,21,34,61.81818181818181,13.141426783479348
59536,SAINTE-MARIE-CAPPEL,200040947,CA Coeur de Flandre,CA,825.0,4.36,,26,11,15,57.692307692307686,13.333333333333334
59537,SAINT-MARTIN-SUR-ECAILLON,245901038,CC du Pays Solesmois,CC,483.0,11.0,,7,3,4,57.14285714285714,6.211180124223603
59538,SAINT-MOMELIN,200040954,CC des Hauts de Flandre,CC,410.0,21.67,,7,2,5,71.42857142857143,4.878048780487805
59539,SAINT-PIERRE-BROUCK,200040954,CC des Hauts de Flandre,CC,989.0,7.95,,27,14,13,48.148148148148145,14.155712841253791
59541,SAINT-PYTHON,245901038,CC du Pays Solesmois,CC,978.0,14.32,,26,12,14,53.84615384615385,12.269938650306749
59542,SAINT-REMY-CHAUSSEE,200043396,CA Maubeuge Val de Sambre,CA,469.0,7.59,,9,5,4,44.44444444444444,10.660980810234543
59543,SAINT-REMY-DU-NORD,200043396,CA Maubeuge Val de Sambre,CA,1054.0,10.15,,24,10,14,58.333333333333336,9.487666034155597
59544,SAINT-SAULVE,245901160,CA Valenciennes Métropole,CA,10947.0,14.21,7660.0,285,112,173,60.70175438596491,10.231113547090528
59545,SAINT-SOUPLET,200030633,CA du Caudrésis et du Catésis,CA,1191.0,19.89,,42,17,25,59.523809523809526,14.273719563392106
59546,SAINT-SYLVESTRE-CAPPEL,200040947,CA Coeur de Flandre,CA,1144.0,8.08,,31,15,16,51.61290322580645,13.111888111888113
59547,SAINT-VAAST-EN-CAMBRESIS,200030633,CA du Caudrésis et du Catésis,CA,871.0,16.49,,15,5,10,66.66666666666666,5.7405281285878305
59548,SAINT-WAAST,200043321,CC du Pays de Mormal,CC,686.0,7.87,,10,9,1,10.0,13.119533527696792
59549,SALESCHES,200043321,CC du Pays de Mormal,CC,327.0,12.43,,7,5,2,28.57142857142857,15.290519877675841
59550,SALOME,200093201,Métropole Européenne de Lille,METRO,3182.0,9.09,8890.0,83,26,57,68.67469879518072,8.170961659333752
59551,SAMEON,200041960,CC Pévèle-Carembault,CC,1704.0,6.74,,35,9,26,74.28571428571429,5.281690140845071
59552,SANCOURT,200068500,CA de Cambrai,CA,190.0,11.11,,4,2,2,50.0,10.526315789473685
59553,SANTES,200093201,Métropole Européenne de Lille,METRO,5652.0,5.99,10090.0,139,63,76,54.67625899280576,11.146496815286623
59554,SARS-ET-ROSIERES,200042190,CA de la Porte du Hainaut,CA,620.0,6.42,,24,12,12,50.0,19.35483870967742
59555,SARS-POTERIES,200043263,CC Coeur de l'Avesnois,CC,1402.0,20.6,,50,24,26,52.0,17.118402282453637
59556,SASSEGNIES,200043396,CA Maubeuge Val de Sambre,CA,260.0,13.51,,9,1,8,88.88888888888889,3.846153846153846
59557,SAULTAIN,245901160,CA Valenciennes Métropole,CA,2499.0,8.97,8840.0,52,21,31,59.61538461538461,8.403361344537815
59558,SAULZOIR,245901038,CC du Pays Solesmois,CC,1672.0,12.74,,36,15,21,58.333333333333336,8.971291866028709
59559,SEBOURG,245901160,CA Valenciennes Métropole,CA,1967.0,5.82,,58,20,38,65.51724137931035,10.167768174885612
59560,SECLIN,200093201,Métropole Européenne de Lille,METRO,13261.0,13.47,8380.0,673,296,377,56.01783060921248,22.321091923685998
59562,SEMERIES,200043263,CC Coeur de l'Avesnois,CC,520.0,9.25,,17,7,10,58.82352941176471,13.461538461538462
59563,SEMOUSIES,200043263,CC Coeur de l'Avesnois,CC,227.0,7.69,,5,3,2,40.0,13.215859030837004
59564,LA SENTINELLE,200042190,CA de la Porte du Hainaut,CA,3103.0,20.8,7700.0,200,91,109,54.50000000000001,29.326458266194003
59565,SEPMERIES,200043321,CC du Pays de Mormal,CC,640.0,9.97,,11,9,2,18.181818181818183,14.0625
59566,SEQUEDIN,200093201,Métropole Européenne de Lille,METRO,4675.0,8.28,10570.0,119,62,57,47.89915966386555,13.262032085561497
59567,SERANVILLERS-FORENVILLE,200068500,CA de Cambrai,CA,416.0,13.16,,14,6,8,57.14285714285714,14.423076923076923
59568,SERCUS,200040947,CA Coeur de Flandre,CA,486.0,3.42,,8,1,7,87.5,2.05761316872428
59569,SIN-LE-NOBLE,200044618,CA Douaisis Agglo,CA,16076.0,20.84,7550.0,631,243,388,61.489698890649755,15.115700422990793
59570,SOCX,200040954,CC des Hauts de Flandre,CC,869.0,6.14,,49,23,26,53.06122448979592,26.467203682393556
59571,SOLESMES,245901038,CC du Pays Solesmois,CC,4142.0,23.41,8130.0,166,71,95,57.22891566265061,17.141477547078704
59572,SOLRE-LE-CHATEAU,200043263,CC Coeur de l'Avesnois,CC,1796.0,20.03,,49,21,28,57.14285714285714,11.692650334075724
59573,SOLRINNES,200043263,CC Coeur de l'Avesnois,CC,142.0,4.29,,9,4,5,55.55555555555556,28.169014084507044
59574,SOMAIN,245901152,CA Coeur d'Ostrevent,CA,11766.0,20.75,7750.0,423,164,259,61.22931442080378,13.938466768655449
59575,SOMMAING,245901038,CC du Pays Solesmois,CC,397.0,7.38,,8,4,4,50.0,10.075566750629722
59576,SPYCKER,245900428,CU de Dunkerque,CU,1718.0,6.55,,34,18,16,47.05882352941176,10.477299185098952
59577,STAPLE,200040947,CA Coeur de Flandre,CA,756.0,5.71,,26,14,12,46.15384615384615,18.51851851851852
59578,STEENBECQUE,200040947,CA Coeur de Flandre,CA,1602.0,8.6,,34,15,19,55.88235294117647,9.363295880149812
59579,STEENE,200040954,CC des Hauts de Flandre,CC,1405.0,8.83,,20,8,12,60.0,5.693950177935943
59580,STEENVOORDE,200040947,CA Coeur de Flandre,CA,4332.0,8.22,9940.0,125,59,66,52.800000000000004,13.619575253924285
59581,STEENWERCK,200040947,CA Coeur de Flandre,CA,3450.0,6.06,10190.0,89,36,53,59.55056179775281,10.434782608695652
59582,STRAZEELE,200040947,CA Coeur de Flandre,CA,942.0,7.98,,20,7,13,65.0,7.43099787685775
59583,TAISNIERES-EN-THIERACHE,200043263,CC Coeur de l'Avesnois,CC,475.0,11.78,,16,3,13,81.25,6.315789473684211
59584,TAISNIERES-SUR-HON,200043321,CC du Pays de Mormal,CC,963.0,6.85,,13,5,8,61.53846153846154,5.192107995846314
59585,TEMPLEMARS,200093201,Métropole Européenne de Lille,METRO,3669.0,9.51,9010.0,130,57,73,56.15384615384615,15.53556827473426
59586,TEMPLEUVE-EN-PEVELE,200041960,CC Pévèle-Carembault,CC,7202.0,7.03,8970.0,165,74,91,55.15151515151515,10.274923632324354
59587,TERDEGHEM,200040947,CA Coeur de Flandre,CA,519.0,3.89,,17,6,11,64.70588235294117,11.560693641618498
59588,TETEGHEM-COUDEKERQUE-VILLAGE,245900428,CU de Dunkerque,CU,8247.0,10.97,8210.0,186,74,112,60.215053763440864,8.97295986419304
59589,THIANT,200042190,CA de la Porte du Hainaut,CA,2914.0,13.87,9820.0,73,34,39,53.42465753424658,11.667810569663692
59590,THIENNES,200040947,CA Coeur de Flandre,CA,920.0,10.43,,21,10,11,52.38095238095239,10.869565217391305
59591,THIVENCELLE,245901160,CA Valenciennes Métropole,CA,817.0,20.63,,16,5,11,68.75,6.119951040391677
59592,THUMERIES,200041960,CC Pévèle-Carembault,CC,4170.0,8.29,9390.0,90,39,51,56.666666666666664,9.352517985611511
59593,THUN-L'EVEQUE,200068500,CA de Cambrai,CA,788.0,7.69,,16,8,8,50.0,10.152284263959391
59594,THUN-SAINT-AMAND,200042190,CA de la Porte du Hainaut,CA,1106.0,9.46,,21,10,11,52.38095238095239,9.041591320072332
59595,THUN-SAINT-MARTIN,200068500,CA de Cambrai,CA,543.0,10.16,,9,5,4,44.44444444444444,9.208103130755063
59596,TILLOY-LEZ-MARCHIENNES,245901152,CA Coeur d'Ostrevent,CA,536.0,5.31,,8,3,5,62.5,5.597014925373134
59597,TILLOY-LEZ-CAMBRAI,200068500,CA de Cambrai,CA,695.0,11.94,,30,13,17,56.666666666666664,18.705035971223023
59598,TOUFFLERS,200093201,Métropole Européenne de Lille,METRO,3957.0,7.71,9970.0,83,36,47,56.62650602409639,9.097801364670206
59599,TOURCOING,200093201,Métropole Européenne de Lille,METRO,98772.0,19.82,7010.0,3995,1518,2477,62.00250312891114,15.368727979589357
59600,TOURMIGNIES,200041960,CC Pévèle-Carembault,CC,936.0,7.32,,35,15,20,57.14285714285714,16.025641025641026
59601,TRELON,200043404,CC du Sud Avesnois,CC,2604.0,21.69,6710.0,83,36,47,56.62650602409639,13.824884792626728
59602,TRESSIN,200093201,Métropole Européenne de Lille,METRO,1386.0,8.0,,32,12,20,62.5,8.658008658008658
59603,TRITH-SAINT-LEGER,200042190,CA de la Porte du Hainaut,CA,6019.0,16.09,8510.0,156,68,88,56.41025641025641,11.297557733842831
59604,TROISVILLES,200030633,CA du Caudrésis et du Catésis,CA,805.0,14.87,,12,5,7,58.333333333333336,6.211180124223602
59605,UXEM,200040954,CC des Hauts de Flandre,CC,1518.0,5.42,,29,5,24,82.75862068965517,3.2938076416337285
59606,VALENCIENNES,245901160,CA Valenciennes Métropole,CA,43468.0,20.05,6640.0,2626,985,1641,62.49047981721249,22.660347842090733
59607,VENDEGIES-AU-BOIS,200043321,CC du Pays de Mormal,CC,482.0,7.28,,14,7,7,50.0,14.522821576763485
59608,VENDEGIES-SUR-ECAILLON,245901038,CC du Pays Solesmois,CC,1123.0,9.52,,30,11,19,63.33333333333333,9.795191451469279
59609,VENDEVILLE,200093201,Métropole Européenne de Lille,METRO,1654.0,7.74,,48,14,34,70.83333333333334,8.464328899637243
59610,VERCHAIN-MAUGRE,245901160,CA Valenciennes Métropole,CA,1103.0,11.66,,19,7,12,63.1578947368421,6.346328195829556
59611,VERLINGHEM,200093201,Métropole Européenne de Lille,METRO,2682.0,7.12,8260.0,55,23,32,58.18181818181818,8.575689783743476
59612,VERTAIN,245901038,CC du Pays Solesmois,CC,535.0,15.11,,6,4,2,33.33333333333333,7.4766355140186915
59613,VICQ,245901160,CA Valenciennes Métropole,CA,1464.0,13.28,,44,20,24,54.54545454545454,13.66120218579235
59614,VIESLY,245901038,CC du Pays Solesmois,CC,1364.0,21.75,,43,18,25,58.139534883720934,13.196480938416421
59615,VIEUX-BERQUIN,200040947,CA Coeur de Flandre,CA,2628.0,7.06,9550.0,66,35,31,46.96969696969697,13.318112633181126
59616,VIEUX-CONDE,245901160,CA Valenciennes Métropole,CA,10617.0,22.18,7860.0,222,99,123,55.4054054054054,9.324667985306583
59617,VIEUX-MESNIL,200043396,CA Maubeuge Val de Sambre,CA,641.0,11.87,,10,6,4,40.0,9.360374414976599
59618,VIEUX-RENG,200043396,CA Maubeuge Val de Sambre,CA,938.0,11.09,,18,9,9,50.0,9.594882729211088
59619,VILLEREAU,200043321,CC du Pays de Mormal,CC,1084.0,8.84,,28,15,13,46.42857142857143,13.837638376383763
59620,VILLERS-AU-TERTRE,200044618,CA Douaisis Agglo,CA,670.0,7.89,,16,6,10,62.5,8.955223880597014
59622,VILLERS-EN-CAUCHIES,200068500,CA de Cambrai,CA,1151.0,13.97,,17,6,11,64.70588235294117,5.2128583840139004
59623,VILLERS-GUISLAIN,200068500,CA de Cambrai,CA,684.0,15.8,,17,8,9,52.94117647058824,11.695906432748536
59624,VILLERS-OUTREAUX,200030633,CA du Caudrésis et du Catésis,CA,2117.0,23.54,9190.0,84,35,49,58.333333333333336,16.532829475673122
59625,VILLERS-PLOUICH,200068500,CA de Cambrai,CA,390.0,8.12,,9,3,6,66.66666666666666,7.692307692307692
59626,VILLERS-POL,200043321,CC du Pays de Mormal,CC,1197.0,6.22,,26,10,16,61.53846153846154,8.35421888053467
59627,VILLERS-SIRE-NICOLE,200043396,CA Maubeuge Val de Sambre,CA,1009.0,9.26,,24,16,8,33.33333333333333,15.857284440039646
59628,VOLCKERINCKHOVE,200040954,CC des Hauts de Flandre,CC,573.0,10.03,,10,4,6,60.0,6.980802792321118
59629,VRED,245901152,CA Coeur d'Ostrevent,CA,1302.0,10.28,,30,17,13,43.333333333333336,13.056835637480798
59630,WAHAGNIES,200041960,CC Pévèle-Carembault,CC,2613.0,10.07,9520.0,67,29,38,56.71641791044776,11.098354381936472
59631,WALINCOURT-SELVIGNY,200030633,CA du Caudrésis et du Catésis,CA,2081.0,18.86,8390.0,85,39,46,54.11764705882353,18.740989908697742
59632,WALLERS,200042190,CA de la Porte du Hainaut,CA,5633.0,17.69,8970.0,144,71,73,50.69444444444444,12.604296112195987
59633,WALLERS-EN-FAGNE,200043404,CC du Sud Avesnois,CC,284.0,10.39,,6,2,4,66.66666666666666,7.042253521126761
59634,WALLON-CAPPEL,200040947,CA Coeur de Flandre,CA,808.0,4.88,,21,7,14,66.66666666666666,8.663366336633663
59635,WAMBAIX,200068500,CA de Cambrai,CA,381.0,9.59,,11,6,5,45.45454545454545,15.748031496062993
59636,WAMBRECHIES,200093201,Métropole Européenne de Lille,METRO,11012.0,7.72,9560.0,382,147,235,61.518324607329845,13.349073737740646
59637,WANDIGNIES-HAMAGE,245901152,CA Coeur d'Ostrevent,CA,1301.0,6.86,,27,8,19,70.37037037037037,6.149116064565719
59638,WANNEHAIN,200041960,CC Pévèle-Carembault,CC,1338.0,6.94,,25,13,12,48.0,9.715994020926756
59639,WARGNIES-LE-GRAND,200043321,CC du Pays de Mormal,CC,1125.0,8.8,,20,9,11,55.00000000000001,8.0
59640,WARGNIES-LE-PETIT,200043321,CC du Pays de Mormal,CC,771.0,7.37,,17,6,11,64.70588235294117,7.782101167315175
59641,WARHEM,200040954,CC des Hauts de Flandre,CC,2020.0,6.47,,45,11,34,75.55555555555556,5.445544554455446
59642,WARLAING,245901152,CA Coeur d'Ostrevent,CA,603.0,5.11,,14,4,10,71.42857142857143,6.633499170812604
59643,WARNETON,200093201,Métropole Européenne de Lille,METRO,231.0,4.59,,12,6,6,50.0,25.974025974025974
59645,WASNES-AU-BAC,200042190,CA de la Porte du Hainaut,CA,604.0,13.83,,14,5,9,64.28571428571429,8.27814569536424
59646,WASQUEHAL,200093201,Métropole Européenne de Lille,METRO,20726.0,10.29,8680.0,725,309,416,57.37931034482758,14.908810190099393
59647,WATTEN,200040954,CC des Hauts de Flandre,CC,2564.0,14.55,9430.0,91,34,57,62.637362637362635,13.260530421216849
59648,WATTIGNIES,200093201,Métropole Européenne de Lille,METRO,15525.0,14.79,7700.0,476,190,286,60.08403361344538,12.238325281803542
59649,WATTIGNIES-LA-VICTOIRE,200043263,CC Coeur de l'Avesnois,CC,240.0,7.08,,8,3,5,62.5,12.5
59650,WATTRELOS,200093201,Métropole Européenne de Lille,METRO,40847.0,17.1,8320.0,1217,480,737,60.558751027115854,11.75116899649913
59651,WAVRECHAIN-SOUS-DENAIN,200042190,CA de la Porte du Hainaut,CA,1599.0,24.94,,47,24,23,48.93617021276596,15.0093808630394
59652,WAVRECHAIN-SOUS-FAULX,200042190,CA de la Porte du Hainaut,CA,440.0,13.16,,5,3,2,40.0,6.818181818181818
59653,WAVRIN,200093201,Métropole Européenne de Lille,METRO,7758.0,11.03,8690.0,192,90,102,53.125,11.600928074245939
59654,WAZIERS,200044618,CA Douaisis Agglo,CA,7266.0,26.87,7130.0,304,146,158,51.973684210526315,20.093586567575006
